alcohol,chlorides_log,citric acid,density,fixed acidity_log,free sulfur dioxide,pH,quality,red,residual sugar_log,sulphates_log,total sulfur dioxide,volatile acidity_log
9.4,-3.101092789211817,0.06,0.9964,1.824549292051046,15.0,3.3,5,1,1.9459101490553132,-0.7550225842780328,59.0,-1.1394342831883648
9.6,-2.6736487743848776,0.16,0.9949,2.066862759472976,30.0,3.18,6,0,0.47000362924573563,-0.7765287894989963,136.0,-0.5108256237659907
9.6,-3.101092789211817,0.16,0.9949,1.824549292051046,30.0,3.18,6,0,1.9459101490553132,-0.7550225842780328,136.0,-1.1394342831883648
10.0,-2.7333680090865,0.0,0.9946,1.9878743481543455,15.0,3.39,7,1,0.1823215567939546,-0.7550225842780328,21.0,-0.4307829160924542
10.0,-3.101092789211817,0.0,0.9946,1.9459101490553132,15.0,3.39,7,1,3.0301337002713233,-0.7985076962177716,21.0,-1.3093333199837622
8.8,-2.7333680090865,0.36,1.001,1.9878743481543455,45.0,3.0,6,0,0.1823215567939546,-0.7550225842780328,170.0,-0.4307829160924542
8.8,-3.101092789211817,0.36,1.001,1.9459101490553132,45.0,3.0,6,0,3.0301337002713233,-0.7985076962177716,170.0,-1.3093333199837622
9.5,-2.617295837833746,0.02,0.9968,2.0541237336955462,9.0,3.36,7,1,0.6931471805599453,-0.5621189181535413,18.0,-0.5447271754416722
9.5,-3.0159349808715104,0.02,0.9968,1.840549633397487,9.0,3.36,7,1,0.47000362924573563,-0.7133498878774648,18.0,-1.2039728043259361
9.5,-2.617295837833746,0.34,0.9940000000000001,2.0541237336955462,14.0,3.3,6,0,0.6931471805599453,-0.5621189181535413,132.0,-0.5447271754416722
9.5,-3.0159349808715104,0.34,0.9940000000000001,1.840549633397487,14.0,3.3,6,0,0.47000362924573563,-0.7133498878774648,132.0,-1.2039728043259361
10.5,-2.645075401940822,0.36,0.9978,2.0149030205422647,17.0,3.35,5,1,1.8082887711792655,-0.2231435513142097,102.0,-0.6931471805599453
10.5,-3.123565645063876,0.36,0.9978,2.0918640616783932,17.0,3.35,5,1,0.4054651081081644,-0.7985076962177716,102.0,-1.5141277326297755
11.0,-2.645075401940822,0.43,0.9938,2.0149030205422647,28.0,3.22,6,0,1.8082887711792655,-0.2231435513142097,129.0,-0.6931471805599453
11.0,-3.123565645063876,0.43,0.9938,2.0918640616783932,28.0,3.22,6,0,0.4054651081081644,-0.7985076962177716,129.0,-1.5141277326297755
9.2,-2.3330443004787544,0.08,0.9959,1.9021075263969205,15.0,3.28,5,1,0.5877866649021191,-0.616186139423817,65.0,-0.5447271754416722
9.2,-3.4112477175156566,0.08,0.9959,2.0918640616783932,15.0,3.28,5,1,0.371563556432483,-0.579818495252942,65.0,-1.3093333199837622
12.0,-2.3330443004787544,0.41,0.9908,1.9021075263969205,11.0,2.99,5,0,0.5877866649021191,-0.616186139423817,63.0,-0.5447271754416722
12.0,-3.4112477175156566,0.41,0.9908,2.0918640616783932,11.0,2.99,5,0,0.371563556432483,-0.579818495252942,63.0,-1.3093333199837622
10.5,-2.645075401940822,0.36,0.9978,2.0149030205422647,17.0,3.35,5,1,1.8082887711792655,-0.2231435513142097,102.0,-0.6931471805599453
10.5,-3.3524072174927233,0.36,0.9978,2.151762203259462,17.0,3.35,5,1,1.4350845252893227,-0.6348782724359695,102.0,-1.4696759700589417
9.7,-2.645075401940822,0.4,0.9947,2.0149030205422647,17.0,3.14,5,0,1.8082887711792655,-0.2231435513142097,109.0,-0.6931471805599453
9.7,-3.3524072174927233,0.4,0.9947,2.151762203259462,17.0,3.14,5,0,1.4350845252893227,-0.6348782724359695,109.0,-1.4696759700589417
9.9,-2.419118909249997,0.0,0.9943,1.7227665977411035,16.0,3.58,5,1,0.47000362924573563,-0.6539264674066639,59.0,-0.4861330111756192
9.9,-3.2188758248682006,0.0,0.9943,2.066862759472976,16.0,3.58,5,1,0.1823215567939546,-0.4620354595965587,59.0,-1.7147984280919266
10.8,-2.419118909249997,0.37,0.992,1.7227665977411035,16.0,3.18,5,0,0.47000362924573563,-0.6539264674066639,75.0,-0.4861330111756192
10.8,-3.2188758248682006,0.37,0.992,2.066862759472976,16.0,3.18,5,0,0.1823215567939546,-0.4620354595965587,75.0,-1.7147984280919266
9.1,-2.1715568305876416,0.29,0.9974,2.0541237336955462,9.0,3.26,5,1,0.47000362924573563,0.44468582126144574,29.0,-0.4942963218147801
9.1,-3.123565645063876,0.29,0.9974,1.8870696490323797,9.0,3.26,5,1,0.4054651081081644,-0.6539264674066639,29.0,-1.8325814637483102
12.4,-2.1715568305876416,0.4,0.9912,2.0541237336955462,48.0,3.54,7,0,0.47000362924573563,0.44468582126144574,143.0,-0.4942963218147801
12.4,-3.123565645063876,0.4,0.9912,1.8870696490323797,48.0,3.54,7,0,0.4054651081081644,-0.6539264674066639,143.0,-1.8325814637483102
9.2,-1.7372712839439852,0.18,0.9986,2.186051276738094,52.0,3.16,5,1,1.33500106673234,-0.12783337150988489,145.0,-0.4780358009429998
9.2,-3.2188758248682006,0.18,0.9986,2.1162555148025524,52.0,3.16,5,1,2.9575110607337933,-0.40047756659712525,145.0,-0.8675005677047231
9.7,-1.7372712839439852,0.62,1.0002,2.186051276738094,41.0,2.98,5,0,1.33500106673234,-0.12783337150988489,172.0,-0.4780358009429998
9.7,-3.2188758248682006,0.62,1.0002,2.1162555148025524,41.0,2.98,5,0,2.9575110607337933,-0.40047756659712525,172.0,-0.8675005677047231
9.2,-1.7719568419318752,0.19,0.9986,2.186051276738094,51.0,3.17,5,1,1.3609765531356006,-0.07257069283483537,148.0,-0.4780358009429998
9.2,-3.4420193761824103,0.19,0.9986,1.8870696490323797,51.0,3.17,5,1,0.4054651081081644,-0.5978370007556204,148.0,-1.7719568419318752
11.4,-1.7719568419318752,0.38,0.9914,2.186051276738094,28.0,3.25,7,0,1.3609765531356006,-0.07257069283483537,112.0,-0.4780358009429998
11.4,-3.4420193761824103,0.38,0.9914,1.8870696490323797,28.0,3.25,7,0,0.4054651081081644,-0.5978370007556204,112.0,-1.7719568419318752
10.5,-2.385966701933097,0.56,0.9969,2.1400661634962708,35.0,3.3,7,1,0.5877866649021191,-0.2876820724517809,103.0,-1.2729656758128873
10.5,-3.079113882493042,0.56,0.9969,1.840549633397487,35.0,3.3,7,1,0.09531017980432493,-1.0216512475319814,103.0,-0.7339691750802004
9.6,-2.385966701933097,0.04,0.9928,2.1400661634962708,30.0,3.24,6,0,0.5877866649021191,-0.2876820724517809,99.0,-1.2729656758128873
9.6,-3.079113882493042,0.04,0.9928,1.840549633397487,30.0,3.24,6,0,0.09531017980432493,-1.0216512475319814,99.0,-0.7339691750802004
9.3,-0.9996723408132061,0.28,0.9968,2.0918640616783932,16.0,3.11,5,1,0.5306282510621704,0.2468600779315258,56.0,-0.579818495252942
9.3,-3.540459448995663,0.28,0.9968,1.824549292051046,16.0,3.11,5,1,0.1823215567939546,-0.941608539858445,56.0,-0.4155154439616658
12.8,-0.9996723408132061,0.48,0.9892,2.0918640616783932,29.0,3.33,8,0,0.5306282510621704,0.2468600779315258,75.0,-0.579818495252942
12.8,-3.540459448995663,0.48,0.9892,1.824549292051046,29.0,3.33,8,0,0.1823215567939546,-0.941608539858445,75.0,-0.4155154439616658
9.0,-2.4534079827286295,0.08,0.9974,2.0014800002101243,6.0,3.38,4,1,1.4816045409242156,-0.6931471805599453,29.0,-0.527632742082372
9.0,-3.4112477175156566,0.08,0.9974,2.0014800002101243,6.0,3.38,4,1,0.09531017980432493,-0.6348782724359695,29.0,-1.0788096613719298
11.3,-2.4534079827286295,0.42,0.9917,2.0014800002101243,17.0,3.12,6,0,1.4816045409242156,-0.6931471805599453,171.0,-0.527632742082372
11.3,-3.4112477175156566,0.42,0.9917,2.0014800002101243,17.0,3.12,6,0,0.09531017980432493,-0.6348782724359695,171.0,-1.0788096613719298
9.2,-1.07587280169862,0.51,0.9969,2.066862759472976,17.0,3.04,6,1,0.5877866649021191,0.0769610411361284,56.0,-1.1394342831883648
9.2,-3.123565645063876,0.51,0.9969,1.8718021769015913,17.0,3.04,6,1,2.0149030205422647,-0.6931471805599453,56.0,-1.171182981502945
9.5,-1.07587280169862,0.14,0.9955,2.066862759472976,34.0,3.22,5,0,0.5877866649021191,0.0769610411361284,133.0,-1.1394342831883648
9.5,-3.123565645063876,0.14,0.9955,1.8718021769015913,34.0,3.22,5,0,2.0149030205422647,-0.6931471805599453,133.0,-1.171182981502945
9.4,-2.563949857128453,0.48,0.9968,2.186051276738094,29.0,3.39,6,1,0.5877866649021191,-0.6348782724359695,60.0,-1.5141277326297755
9.4,-3.540459448995663,0.48,0.9968,1.824549292051046,29.0,3.39,6,1,0.1823215567939546,-0.941608539858445,60.0,-0.4155154439616658
12.8,-2.563949857128453,0.48,0.9892,2.186051276738094,29.0,3.33,8,0,0.5877866649021191,-0.6348782724359695,75.0,-1.5141277326297755
12.8,-3.540459448995663,0.48,0.9892,1.824549292051046,29.0,3.33,8,0,0.1823215567939546,-0.941608539858445,75.0,-0.4155154439616658
9.7,-2.501036031717884,0.31,0.9982,2.028148247292285,23.0,3.52,5,1,0.8329091229351039,-0.4307829160924542,71.0,-0.941608539858445
9.7,-3.270169119255751,0.31,0.9982,1.8562979903656263,23.0,3.52,5,1,1.0647107369924282,-1.0498221244986778,71.0,-1.171182981502945
11.0,-2.501036031717884,0.38,0.9912,2.028148247292285,19.0,3.17,7,0,0.8329091229351039,-0.4307829160924542,102.0,-0.941608539858445
11.0,-3.270169119255751,0.38,0.9912,1.8562979903656263,19.0,3.17,7,0,1.0647107369924282,-1.0498221244986778,102.0,-1.171182981502945
9.5,-2.24431618487007,0.21,0.9966,2.066862759472976,10.0,3.17,5,1,0.47000362924573563,-0.09431067947124129,37.0,-0.843970070294529
9.5,-3.0159349808715104,0.21,0.9966,1.916922612182061,10.0,3.17,5,1,0.5306282510621704,-0.7339691750802004,37.0,-1.3470736479666092
10.5,-2.24431618487007,0.42,0.993,2.066862759472976,41.0,3.47,8,0,0.47000362924573563,-0.09431067947124129,122.0,-0.843970070294529
10.5,-3.0159349808715104,0.42,0.993,1.916922612182061,41.0,3.47,8,0,0.5306282510621704,-0.7339691750802004,122.0,-1.3470736479666092
9.4,-2.4769384801388235,0.11,0.9968,2.1400661634962708,9.0,3.17,5,1,0.8329091229351039,-0.6348782724359695,67.0,-0.7133498878774648
9.4,-2.603690185777967,0.11,0.9968,2.028148247292285,9.0,3.17,5,1,0.4054651081081644,-0.6733445532637656,67.0,-0.40047756659712525
9.3,-2.4769384801388235,0.14,0.9937,2.1400661634962708,25.0,3.05,5,0,0.8329091229351039,-0.6348782724359695,168.0,-0.7133498878774648
9.3,-2.603690185777967,0.14,0.9937,2.028148247292285,25.0,3.05,5,0,0.4054651081081644,-0.6733445532637656,168.0,-0.40047756659712525
9.7,-2.4651040224918206,0.14,0.9968,1.9315214116032138,21.0,3.43,6,1,0.8754687373538999,-0.4620354595965587,40.0,-0.916290731874155
9.7,-2.9565115604007097,0.14,0.9968,1.8870696490323797,21.0,3.43,6,1,0.26236426446749106,-0.7550225842780328,40.0,-1.3093333199837622
10.0,-2.4651040224918206,0.41,0.9951,1.9315214116032138,16.0,3.42,6,0,0.8754687373538999,-0.4620354595965587,142.0,-0.916290731874155
10.0,-2.9565115604007097,0.41,0.9951,1.8870696490323797,16.0,3.42,6,0,0.26236426446749106,-0.7550225842780328,142.0,-1.3093333199837622
9.3,-2.5257286443082556,0.16,0.9955,1.840549633397487,11.0,3.34,5,1,0.3364722366212129,-0.579818495252942,23.0,-0.941608539858445
9.3,-3.079113882493042,0.16,0.9955,1.9459101490553132,11.0,3.34,5,1,2.1972245773362196,-0.6931471805599453,23.0,-1.3862943611198906
10.4,-2.5257286443082556,0.32,0.9955,1.840549633397487,56.0,3.25,6,0,0.3364722366212129,-0.579818495252942,245.0,-0.941608539858445
10.4,-3.079113882493042,0.32,0.9955,1.9459101490553132,56.0,3.25,6,0,2.1972245773362196,-0.6931471805599453,245.0,-1.3862943611198906
9.5,-2.5257286443082556,0.24,0.9962,2.028148247292285,4.0,3.28,5,1,0.5877866649021191,-0.527632742082372,11.0,-0.8915981192837836
9.5,-2.9565115604007097,0.24,0.9962,1.9315214116032138,4.0,3.28,5,1,0.0,-0.8209805520698302,11.0,-1.4271163556401458
10.0,-2.5257286443082556,0.35,0.993,2.028148247292285,35.0,3.45,6,0,0.5877866649021191,-0.527632742082372,146.0,-0.8915981192837836
10.0,-2.9565115604007097,0.35,0.993,1.9315214116032138,35.0,3.45,6,0,0.0,-0.8209805520698302,146.0,-1.4271163556401458
9.5,-2.24431618487007,0.21,0.9966,2.066862759472976,10.0,3.17,5,1,0.47000362924573563,-0.09431067947124129,37.0,-0.843970070294529
9.5,-2.9759296462578115,0.21,0.9966,1.9459101490553132,10.0,3.17,5,1,2.163323025660538,-0.6348782724359695,37.0,-1.2729656758128873
10.5,-2.24431618487007,0.39,0.9961,2.066862759472976,32.0,3.38,6,0,0.47000362924573563,-0.09431067947124129,141.0,-0.843970070294529
10.5,-2.9759296462578115,0.39,0.9961,1.9459101490553132,32.0,3.38,6,0,2.163323025660538,-0.6348782724359695,141.0,-1.2729656758128873
9.4,-2.5257286443082556,0.0,0.9972,1.9600947840472698,14.0,3.47,5,1,0.6418538861723947,-0.5978370007556204,35.0,-0.342490308946776
9.4,-3.0576076772720784,0.0,0.9972,2.0014800002101243,14.0,3.47,5,1,0.09531017980432493,-0.7133498878774648,35.0,-1.3093333199837622
11.6,-2.5257286443082556,0.48,0.9914,1.9600947840472698,17.0,3.19,6,0,0.6418538861723947,-0.5978370007556204,132.0,-0.342490308946776
11.6,-3.0576076772720784,0.48,0.9914,2.0014800002101243,17.0,3.19,6,0,0.09531017980432493,-0.7133498878774648,132.0,-1.3093333199837622
9.8,-2.501036031717884,0.0,0.9964,2.0541237336955462,8.0,3.38,6,1,0.6931471805599453,-0.527632742082372,16.0,-0.43850496218636453
9.8,-3.4112477175156566,0.0,0.9964,1.9740810260220096,8.0,3.38,6,1,0.6931471805599453,-0.342490308946776,16.0,-1.1394342831883648
12.3,-2.501036031717884,0.36,0.9906,2.0541237336955462,37.0,3.1,7,0,0.6931471805599453,-0.527632742082372,114.0,-0.43850496218636453
12.3,-3.4112477175156566,0.36,0.9906,1.9740810260220096,37.0,3.1,7,0,0.6931471805599453,-0.342490308946776,114.0,-1.1394342831883648
10.1,-2.419118909249997,0.07,0.9958,1.9021075263969205,17.0,3.35,5,1,0.8754687373538999,-0.616186139423817,82.0,-0.3930425881096072
10.1,-3.123565645063876,0.07,0.9958,2.1400661634962708,17.0,3.35,5,1,2.341805806147327,-0.6348782724359695,82.0,-1.4271163556401458
10.0,-2.419118909249997,0.39,0.9974,1.9021075263969205,20.0,3.2,6,0,0.8754687373538999,-0.616186139423817,142.0,-0.3930425881096072
10.0,-3.123565645063876,0.39,0.9974,2.1400661634962708,20.0,3.2,6,0,2.341805806147327,-0.6348782724359695,142.0,-1.4271163556401458
10.6,-2.2537949288246137,0.0,0.9966,1.9315214116032138,22.0,3.46,6,1,0.9162907318741551,-0.5621189181535413,37.0,-0.3783364407199117
10.6,-3.170085660698769,0.0,0.9966,2.1162555148025524,22.0,3.46,6,1,0.09531017980432493,-0.916290731874155,37.0,-1.9661128563728327
10.2,-2.2537949288246137,0.34,0.9934,1.9315214116032138,7.0,3.47,6,0,0.9162907318741551,-0.5621189181535413,47.0,-0.3783364407199117
10.2,-3.170085660698769,0.34,0.9934,2.1162555148025524,7.0,3.47,6,0,0.09531017980432493,-0.916290731874155,47.0,-1.9661128563728327
9.8,-2.488914671185539,0.12,0.9966,2.1162555148025524,15.0,3.17,5,1,0.8329091229351039,-0.4155154439616658,113.0,-0.4231200433468851
9.8,-2.995732273553991,0.12,0.9966,2.0014800002101243,15.0,3.17,5,1,0.7178397931503168,-0.8209805520698302,113.0,-1.3862943611198906
10.8,-2.488914671185539,0.36,0.992,2.1162555148025524,31.0,3.19,6,0,0.8329091229351039,-0.4155154439616658,100.0,-0.4231200433468851
10.8,-2.995732273553991,0.36,0.992,2.0014800002101243,31.0,3.19,6,0,0.7178397931503168,-0.8209805520698302,100.0,-1.3862943611198906
9.4,-2.617295837833746,0.12,0.9993,1.9315214116032138,40.0,3.45,6,1,2.3702437414678603,-0.6539264674066639,83.0,-0.5025268209512956
9.4,-3.101092789211817,0.12,0.9993,1.824549292051046,40.0,3.45,6,1,0.4054651081081644,-0.6733445532637656,83.0,-2.120263536200091
9.0,-2.617295837833746,0.34,0.9939,1.9315214116032138,43.0,3.42,6,0,2.3702437414678603,-0.6539264674066639,117.0,-0.5025268209512956
9.0,-3.101092789211817,0.34,0.9939,1.824549292051046,43.0,3.42,6,0,0.4054651081081644,-0.6733445532637656,117.0,-2.120263536200091
9.2,-2.2730262907525014,0.25,0.9957,1.6486586255873816,13.0,3.38,5,1,0.5877866649021191,-0.5978370007556204,50.0,-1.1394342831883648
9.2,-3.123565645063876,0.25,0.9957,1.7578579175523736,13.0,3.38,5,1,2.7047112998366956,-0.9942522733438669,50.0,-1.3093333199837622
10.2,-2.2730262907525014,0.2,0.9962,1.6486586255873816,22.0,3.37,5,0,0.5877866649021191,-0.5978370007556204,179.0,-1.1394342831883648
10.2,-3.123565645063876,0.2,0.9962,1.7578579175523736,22.0,3.37,5,0,2.7047112998366956,-0.9942522733438669,179.0,-1.3093333199837622
9.6,-2.4534079827286295,0.0,0.9986,2.0541237336955462,5.0,3.4,6,1,1.7047480922384253,-0.5978370007556204,18.0,-0.43850496218636453
9.6,-2.5257286443082556,0.0,0.9986,1.9878743481543455,5.0,3.4,6,1,0.5306282510621704,-0.8675005677047231,18.0,-1.2729656758128873
12.8,-2.4534079827286295,0.43,0.9905,2.0541237336955462,21.0,3.19,5,0,1.7047480922384253,-0.5978370007556204,123.0,-0.43850496218636453
12.8,-2.5257286443082556,0.43,0.9905,1.9878743481543455,21.0,3.19,5,0,0.5306282510621704,-0.8675005677047231,123.0,-1.2729656758128873
10.8,-2.4534079827286295,0.14,0.9975,2.0541237336955462,3.0,3.42,6,1,0.8754687373538999,-0.5108256237659907,15.0,-0.5108256237659907
10.8,-2.9759296462578115,0.14,0.9975,1.8718021769015913,3.0,3.42,6,1,1.6863989535702288,-1.0498221244986778,15.0,-0.941608539858445
10.0,-2.4534079827286295,0.23,0.9934,2.0541237336955462,25.0,3.24,5,0,0.8754687373538999,-0.5108256237659907,149.0,-0.5108256237659907
10.0,-2.9759296462578115,0.23,0.9934,1.8718021769015913,25.0,3.24,5,0,1.6863989535702288,-1.0498221244986778,149.0,-0.941608539858445
9.7,-2.7181005369557116,0.28,0.9968,2.0918640616783932,13.0,3.23,7,1,0.7419373447293773,-0.31471074483970024,30.0,-0.9675840262617056
9.7,-2.9374633654300153,0.28,0.9968,1.9459101490553132,13.0,3.23,7,1,0.1823215567939546,-1.2729656758128873,30.0,-1.1086626245216111
11.2,-2.7181005369557116,0.32,0.9906,2.0918640616783932,38.0,3.13,6,0,0.7419373447293773,-0.31471074483970024,138.0,-0.9675840262617056
11.2,-2.9374633654300153,0.32,0.9906,1.9459101490553132,38.0,3.13,6,0,0.1823215567939546,-1.2729656758128873,138.0,-1.1086626245216111
9.8,-1.760260802168684,0.09,0.9940000000000001,1.7404661748405046,7.0,3.5,4,1,0.4054651081081644,-0.7339691750802004,19.0,0.12221763272424911
9.8,-2.864704011147587,0.09,0.9940000000000001,1.9878743481543455,7.0,3.5,4,1,2.8875901149342877,-1.0216512475319814,19.0,-1.4271163556401458
8.6,-1.760260802168684,0.39,0.9999,1.7404661748405046,45.0,3.21,5,0,0.4054651081081644,-0.7339691750802004,149.0,0.12221763272424911
8.6,-2.864704011147587,0.39,0.9999,1.9878743481543455,45.0,3.21,5,0,2.8875901149342877,-1.0216512475319814,149.0,-1.4271163556401458
10.5,-2.603690185777967,0.36,0.9978,1.9878743481543455,12.0,3.33,5,1,1.7749523509116738,-0.18632957819149348,87.0,-0.7985076962177716
10.5,-2.864704011147587,0.36,0.9978,1.9878743481543455,12.0,3.33,5,1,2.8875901149342877,-1.0216512475319814,87.0,-1.4271163556401458
8.6,-2.603690185777967,0.39,0.9999,1.9878743481543455,45.0,3.21,5,0,1.7749523509116738,-0.18632957819149348,149.0,-0.7985076962177716
8.6,-2.864704011147587,0.39,0.9999,1.9878743481543455,45.0,3.21,5,0,2.8875901149342877,-1.0216512475319814,149.0,-1.4271163556401458
10.5,-2.603690185777967,0.36,0.9978,1.9878743481543455,12.0,3.33,5,1,1.7749523509116738,-0.18632957819149348,87.0,-0.7985076962177716
10.5,-1.760260802168684,0.36,0.9978,1.9021075263969205,12.0,3.33,5,1,0.9162907318741551,-1.0216512475319814,87.0,-1.4696759700589417
9.4,-2.603690185777967,0.39,0.9937,1.9878743481543455,63.0,3.11,6,0,1.7749523509116738,-0.18632957819149348,158.0,-0.7985076962177716
9.4,-1.760260802168684,0.39,0.9937,1.9021075263969205,63.0,3.11,6,0,0.9162907318741551,-1.0216512475319814,158.0,-1.4696759700589417
9.3,-2.4304184645039304,0.3,0.9976,2.174751721484161,17.0,3.26,4,1,1.0296194171811581,-0.6733445532637656,46.0,-0.4942963218147801
9.3,-1.754463684484358,0.3,0.9976,1.9021075263969205,17.0,3.26,4,1,1.0647107369924282,-1.0788096613719298,46.0,-1.4271163556401458
9.4,-2.4304184645039304,0.39,0.9937,2.174751721484161,63.0,3.1,6,0,1.0296194171811581,-0.6733445532637656,157.0,-0.4942963218147801
9.4,-1.754463684484358,0.39,0.9937,1.9021075263969205,63.0,3.1,6,0,1.0647107369924282,-1.0788096613719298,157.0,-1.4271163556401458
10.5,-1.1026203100656484,0.2,0.9968,2.0149030205422647,8.0,3.21,6,1,0.9555114450274363,-0.10536051565782628,14.0,-0.7133498878774648
10.5,-2.6736487743848776,0.2,0.9968,1.9459101490553132,8.0,3.21,6,1,2.0014800002101243,-0.7765287894989963,14.0,-1.171182981502945
9.8,-1.1026203100656484,0.26,0.9954,2.0149030205422647,28.0,3.13,6,0,0.9555114450274363,-0.10536051565782628,160.0,-0.7133498878774648
9.8,-2.6736487743848776,0.26,0.9954,1.9459101490553132,28.0,3.13,6,0,2.0014800002101243,-0.7765287894989963,160.0,-1.171182981502945
10.3,-2.6736487743848776,0.22,0.9968,2.0918640616783932,9.0,3.3,5,1,0.7884573603642703,0.1823215567939546,23.0,-0.4155154439616658
10.3,-2.864704011147587,0.22,0.9968,1.8870696490323797,9.0,3.3,5,1,0.3364722366212129,-0.579818495252942,23.0,-1.4271163556401458
9.5,-2.6736487743848776,0.27,0.9934,2.0918640616783932,33.0,3.22,6,0,0.7884573603642703,0.1823215567939546,152.0,-0.4155154439616658
9.5,-2.864704011147587,0.27,0.9934,1.8870696490323797,33.0,3.22,6,0,0.3364722366212129,-0.579818495252942,152.0,-1.4271163556401458
9.5,-2.995732273553991,0.02,0.9962,1.916922612182061,5.0,3.48,5,1,0.5877866649021191,-0.6539264674066639,11.0,-0.40047756659712525
9.5,-2.8134107167600364,0.02,0.9962,1.9021075263969205,5.0,3.48,5,1,0.3364722366212129,-0.579818495252942,11.0,-1.4696759700589417
9.5,-2.995732273553991,0.26,0.9934,1.916922612182061,33.0,3.24,6,0,0.5877866649021191,-0.6539264674066639,154.0,-0.40047756659712525
9.5,-2.8134107167600364,0.26,0.9934,1.9021075263969205,33.0,3.24,6,0,0.3364722366212129,-0.579818495252942,154.0,-1.4696759700589417
13.1,-2.9187712324178627,0.15,0.9934,1.5260563034950492,8.0,3.9,4,1,0.7419373447293773,-0.579818495252942,65.0,-0.6539264674066639
13.1,-2.8473122684357177,0.15,0.9934,2.0014800002101243,8.0,3.9,4,1,0.3364722366212129,-0.6348782724359695,65.0,-1.7147984280919266
